indent,depth_nm,H_GPa,E_GPa,Hf_true_GPa,Hs_true_GPa
153,40.0,11.9161,244.75,24.552,4.101
153,50.0,10.3469,232.02,24.552,4.101
153,60.0,8.2272,228.23,24.552,4.101
153,70.0,7.7581,221.97,24.552,4.101
153,80.0,7.4638,216.23,24.552,4.101
153,90.0,6.4569,206.0,24.552,4.101
153,100.0,6.0227,209.68,24.552,4.101
153,110.0,5.4965,206.4,24.552,4.101
153,120.0,5.4551,209.1,24.552,4.101
153,130.0,5.5737,214.38,24.552,4.101
153,140.0,4.9677,212.29,24.552,4.101
153,150.0,4.1341,209.74,24.552,4.101
153,160.0,4.9445,206.03,24.552,4.101
153,170.0,4.704,202.97,24.552,4.101
153,180.0,4.9375,206.41,24.552,4.101
153,190.0,4.6639,201.29,24.552,4.101
153,200.0,5.3685,201.76,24.552,4.101
153,210.0,3.9518,198.56,24.552,4.101
153,220.0,4.0269,202.94,24.552,4.101
153,230.0,4.793,202.59,24.552,4.101
153,240.0,3.9326,213.65,24.552,4.101
153,250.0,4.5737,205.94,24.552,4.101
153,260.0,4.3807,200.35,24.552,4.101
153,270.0,3.3988,206.97,24.552,4.101
153,280.0,4.6765,199.56,24.552,4.101
153,290.0,5.0054,208.12,24.552,4.101
153,300.0,4.4164,206.67,24.552,4.101
153,310.0,3.6106,218.95,24.552,4.101
153,320.0,4.6751,195.64,24.552,4.101
153,330.0,3.7628,201.46,24.552,4.101
153,340.0,4.2048,201.16,24.552,4.101
153,350.0,4.4578,203.5,24.552,4.101
153,360.0,3.8618,205.87,24.552,4.101
153,370.0,3.4043,195.98,24.552,4.101
153,380.0,4.159,197.4,24.552,4.101
153,390.0,4.2004,203.34,24.552,4.101
153,400.0,3.7952,207.18,24.552,4.101
154,10.0,18.6371,303.27,19.611,5.274
154,20.0,17.7322,303.29,19.611,5.274
154,30.0,16.2622,289.59,19.611,5.274
154,40.0,14.6516,269.15,19.611,5.274
154,50.0,12.8356,273.83,19.611,5.274
154,60.0,11.5667,254.33,19.611,5.274
154,70.0,11.0177,239.95,19.611,5.274
154,80.0,9.4633,232.33,19.611,5.274
154,90.0,8.723,225.38,19.611,5.274
154,100.0,8.228,226.74,19.611,5.274
154,110.0,7.7428,222.07,19.611,5.274
154,120.0,7.6884,210.76,19.611,5.274
154,130.0,7.2244,210.51,19.611,5.274
154,140.0,6.8649,210.4,19.611,5.274
154,150.0,7.5544,210.53,19.611,5.274
154,160.0,6.8383,209.38,19.611,5.274
154,170.0,6.381,206.45,19.611,5.274
154,180.0,7.0247,212.91,19.611,5.274
154,190.0,6.0405,213.79,19.611,5.274
154,200.0,6.2096,208.04,19.611,5.274
154,210.0,6.0821,194.43,19.611,5.274
154,220.0,5.7777,205.48,19.611,5.274
154,230.0,5.8051,209.07,19.611,5.274
154,240.0,5.9731,204.96,19.611,5.274
154,250.0,5.1931,206.57,19.611,5.274
154,260.0,5.6497,205.24,19.611,5.274
154,270.0,5.9161,195.82,19.611,5.274
154,280.0,5.8921,189.61,19.611,5.274
154,290.0,5.8697,207.32,19.611,5.274
154,300.0,6.8198,200.57,19.611,5.274
154,310.0,5.9888,205.69,19.611,5.274
154,320.0,5.5763,201.4,19.611,5.274
154,330.0,5.5642,201.98,19.611,5.274
154,340.0,5.6005,210.6,19.611,5.274
154,350.0,5.7911,195.81,19.611,5.274
154,360.0,5.4232,202.44,19.611,5.274
154,370.0,6.2705,196.14,19.611,5.274
154,380.0,5.006,202.66,19.611,5.274
154,390.0,5.8222,204.85,19.611,5.274
154,400.0,5.7478,205.75,19.611,5.274
155,10.0,26.0138,362.41,26.482,5.467
155,20.0,23.8318,354.54,26.482,5.467
155,30.0,21.5855,323.92,26.482,5.467
155,40.0,18.1281,313.08,26.482,5.467
155,50.0,15.0542,289.21,26.482,5.467
155,60.0,13.4128,268.77,26.482,5.467
155,70.0,12.2193,257.6,26.482,5.467
155,80.0,11.5167,245.39,26.482,5.467
155,90.0,9.5673,232.58,26.482,5.467
155,100.0,9.8238,240.29,26.482,5.467
155,110.0,9.1249,225.2,26.482,5.467
155,120.0,7.9393,218.44,26.482,5.467
155,130.0,8.2628,207.68,26.482,5.467
155,140.0,7.3003,209.61,26.482,5.467
155,150.0,7.4021,210.82,26.482,5.467
155,160.0,7.043,207.72,26.482,5.467
155,170.0,7.1153,204.32,26.482,5.467
155,180.0,6.2862,205.29,26.482,5.467
155,190.0,6.9612,197.93,26.482,5.467
155,200.0,5.5646,203.3,26.482,5.467
155,210.0,6.3009,193.5,26.482,5.467
155,220.0,6.1368,196.59,26.482,5.467
155,230.0,7.0752,196.56,26.482,5.467
155,240.0,6.5129,205.08,26.482,5.467
155,250.0,5.9657,202.34,26.482,5.467
155,260.0,5.7183,199.48,26.482,5.467
155,270.0,6.1097,192.04,26.482,5.467
155,280.0,5.7507,195.92,26.482,5.467
155,290.0,7.0704,202.39,26.482,5.467
155,300.0,4.6571,204.63,26.482,5.467
155,310.0,5.9723,188.79,26.482,5.467
155,320.0,4.7457,194.46,26.482,5.467
155,330.0,6.377,197.28,26.482,5.467
155,340.0,5.4786,198.43,26.482,5.467
155,350.0,6.5983,196.27,26.482,5.467
155,360.0,5.5575,199.85,26.482,5.467
155,370.0,6.3105,187.62,26.482,5.467
155,380.0,5.8756,204.57,26.482,5.467
155,390.0,6.3237,189.02,26.482,5.467
155,400.0,5.7583,195.74,26.482,5.467
156,10.0,21.3748,361.98,22.552,7.706
156,20.0,19.3231,333.63,22.552,7.706
156,30.0,17.0938,309.02,22.552,7.706
156,40.0,13.8815,298.37,22.552,7.706
156,50.0,12.0099,281.24,22.552,7.706
156,60.0,11.0704,267.0,22.552,7.706
156,70.0,11.4074,263.57,22.552,7.706
156,80.0,10.7309,256.24,22.552,7.706
156,90.0,9.5255,257.2,22.552,7.706
156,100.0,9.4744,251.54,22.552,7.706
156,110.0,9.3221,243.83,22.552,7.706
156,120.0,9.3904,243.86,22.552,7.706
156,130.0,7.8297,242.77,22.552,7.706
156,140.0,8.3264,246.1,22.552,7.706
156,150.0,8.3588,245.16,22.552,7.706
156,160.0,8.544,237.43,22.552,7.706
156,170.0,8.352,240.44,22.552,7.706
156,180.0,8.1004,242.73,22.552,7.706
156,190.0,8.3346,246.78,22.552,7.706
156,200.0,6.9239,241.49,22.552,7.706
156,210.0,9.5741,250.9,22.552,7.706
156,220.0,8.4648,239.53,22.552,7.706
156,230.0,8.4636,243.32,22.552,7.706
156,240.0,7.7005,236.98,22.552,7.706
156,250.0,8.1879,232.93,22.552,7.706
156,260.0,8.9482,239.06,22.552,7.706
156,270.0,8.8166,241.05,22.552,7.706
156,280.0,7.9676,239.98,22.552,7.706
156,290.0,7.3241,238.82,22.552,7.706
156,300.0,7.9795,235.95,22.552,7.706
156,310.0,7.746,233.04,22.552,7.706
156,320.0,8.2846,235.92,22.552,7.706
156,330.0,7.2564,240.24,22.552,7.706
156,340.0,7.7677,242.95,22.552,7.706
156,350.0,7.9777,218.48,22.552,7.706
156,360.0,7.6175,240.81,22.552,7.706
156,370.0,8.3372,243.46,22.552,7.706
156,380.0,7.2835,244.44,22.552,7.706
156,390.0,7.2297,239.32,22.552,7.706
156,400.0,7.6464,240.92,22.552,7.706
157,10.0,15.7028,376.88,16.481,3.035
157,20.0,12.9372,339.88,16.481,3.035
157,30.0,11.3637,313.93,16.481,3.035
157,40.0,8.7243,284.15,16.481,3.035
157,50.0,8.0709,271.06,16.481,3.035
157,60.0,6.9139,251.93,16.481,3.035
157,70.0,5.8387,241.93,16.481,3.035
157,80.0,5.0683,231.73,16.481,3.035
157,90.0,4.8331,231.41,16.481,3.035
157,100.0,3.6628,240.97,16.481,3.035
157,110.0,4.2809,226.54,16.481,3.035
157,120.0,4.3181,225.32,16.481,3.035
157,130.0,4.6704,234.94,16.481,3.035
157,140.0,3.7124,216.67,16.481,3.035
157,150.0,3.7597,213.14,16.481,3.035
157,160.0,4.4157,220.71,16.481,3.035
157,170.0,4.5033,209.6,16.481,3.035
157,180.0,3.3707,217.76,16.481,3.035
157,190.0,4.0494,221.78,16.481,3.035
157,200.0,4.062,208.27,16.481,3.035
157,210.0,3.703,210.95,16.481,3.035
157,220.0,2.9458,223.27,16.481,3.035
157,230.0,2.9347,206.96,16.481,3.035
157,240.0,3.634,208.78,16.481,3.035
157,250.0,4.4502,213.75,16.481,3.035
157,260.0,3.2234,210.27,16.481,3.035
157,270.0,4.0408,206.92,16.481,3.035
157,280.0,4.1794,220.83,16.481,3.035
157,290.0,2.6558,208.04,16.481,3.035
157,300.0,2.9525,213.12,16.481,3.035
157,310.0,3.9506,208.67,16.481,3.035
157,320.0,3.6822,209.56,16.481,3.035
157,330.0,3.4663,202.82,16.481,3.035
157,340.0,3.1874,215.96,16.481,3.035
157,350.0,3.4858,208.01,16.481,3.035
157,360.0,2.8721,217.74,16.481,3.035
157,370.0,4.3679,203.56,16.481,3.035
157,380.0,2.6069,207.4,16.481,3.035
157,390.0,2.2911,212.86,16.481,3.035
157,400.0,3.2183,210.66,16.481,3.035
158,10.0,20.4344,360.8,21.333,3.695
158,20.0,18.6389,340.96,21.333,3.695
158,30.0,15.681,319.54,21.333,3.695
158,40.0,13.2177,295.6,21.333,3.695
158,50.0,10.6578,270.44,21.333,3.695
158,60.0,9.6105,261.56,21.333,3.695
158,70.0,8.0627,237.2,21.333,3.695
158,80.0,7.3676,230.76,21.333,3.695
158,90.0,6.7174,233.64,21.333,3.695
158,100.0,4.646,222.91,21.333,3.695
158,110.0,6.3184,218.98,21.333,3.695
158,120.0,5.7801,223.22,21.333,3.695
158,130.0,5.7143,218.73,21.333,3.695
158,140.0,4.6458,205.62,21.333,3.695
158,150.0,5.2671,209.56,21.333,3.695
158,160.0,5.0234,197.05,21.333,3.695
158,170.0,3.5977,205.54,21.333,3.695
158,180.0,3.7224,206.79,21.333,3.695
158,190.0,4.5094,193.6,21.333,3.695
158,200.0,4.09,211.84,21.333,3.695
158,210.0,4.3366,213.67,21.333,3.695
158,220.0,3.9801,204.39,21.333,3.695
158,230.0,4.9582,206.34,21.333,3.695
158,240.0,3.2801,209.21,21.333,3.695
158,250.0,3.4995,199.12,21.333,3.695
158,260.0,3.6509,205.77,21.333,3.695
158,270.0,3.4327,201.65,21.333,3.695
158,280.0,3.7836,190.29,21.333,3.695
158,290.0,4.0222,193.65,21.333,3.695
158,300.0,3.369,195.35,21.333,3.695
158,310.0,4.1694,204.6,21.333,3.695
158,320.0,4.6072,198.78,21.333,3.695
158,330.0,4.4852,203.73,21.333,3.695
158,340.0,4.9088,195.14,21.333,3.695
158,350.0,4.475,190.34,21.333,3.695
158,360.0,3.9009,209.5,21.333,3.695
158,370.0,4.7613,213.19,21.333,3.695
158,380.0,4.2327,199.55,21.333,3.695
158,390.0,4.7856,196.08,21.333,3.695
158,400.0,3.7806,203.98,21.333,3.695
159,10.0,21.8083,376.34,22.561,4.394
159,20.0,20.1989,355.49,22.561,4.394
159,30.0,17.7892,335.8,22.561,4.394
159,40.0,16.0389,325.7,22.561,4.394
159,50.0,15.1097,317.12,22.561,4.394
159,60.0,12.697,289.75,22.561,4.394
159,70.0,12.1045,295.17,22.561,4.394
159,80.0,9.9645,278.5,22.561,4.394
159,90.0,9.4378,283.97,22.561,4.394
159,100.0,8.5211,270.83,22.561,4.394
159,110.0,8.0182,261.91,22.561,4.394
159,120.0,8.023,266.04,22.561,4.394
159,130.0,6.2576,263.1,22.561,4.394
159,140.0,7.2643,251.25,22.561,4.394
159,150.0,6.958,252.47,22.561,4.394
159,160.0,6.3846,246.37,22.561,4.394
159,170.0,6.2154,253.07,22.561,4.394
159,180.0,5.8968,238.41,22.561,4.394
159,190.0,6.1847,244.34,22.561,4.394
159,200.0,5.7478,232.14,22.561,4.394
159,210.0,5.1971,246.89,22.561,4.394
159,220.0,5.5772,229.97,22.561,4.394
159,230.0,5.8742,236.01,22.561,4.394
159,240.0,5.5144,243.01,22.561,4.394
159,250.0,5.2802,238.94,22.561,4.394
159,260.0,5.3018,237.95,22.561,4.394
159,270.0,4.9086,234.53,22.561,4.394
159,280.0,4.8747,237.01,22.561,4.394
159,290.0,4.1446,229.31,22.561,4.394
159,300.0,4.9208,240.89,22.561,4.394
159,310.0,5.4447,243.37,22.561,4.394
159,320.0,4.7497,242.87,22.561,4.394
159,330.0,4.4702,238.05,22.561,4.394
159,340.0,5.3077,245.05,22.561,4.394
159,350.0,4.9292,240.5,22.561,4.394
159,360.0,4.8941,243.15,22.561,4.394
159,370.0,5.03,239.75,22.561,4.394
159,380.0,5.1183,237.54,22.561,4.394
159,390.0,4.7431,232.86,22.561,4.394
159,400.0,4.3465,222.01,22.561,4.394
160,10.0,15.6839,366.79,17.119,6.198
160,20.0,14.0184,336.77,17.119,6.198
160,30.0,11.5499,302.63,17.119,6.198
160,40.0,10.5893,280.84,17.119,6.198
160,50.0,9.3255,263.41,17.119,6.198
160,60.0,9.0083,260.5,17.119,6.198
160,70.0,8.1345,244.64,17.119,6.198
160,80.0,7.9151,243.22,17.119,6.198
160,90.0,8.0176,236.18,17.119,6.198
160,100.0,7.4479,232.42,17.119,6.198
160,110.0,6.9772,234.05,17.119,6.198
160,120.0,7.5056,232.17,17.119,6.198
160,130.0,6.762,227.5,17.119,6.198
160,140.0,6.9296,229.35,17.119,6.198
160,150.0,6.5165,229.22,17.119,6.198
160,160.0,6.2993,225.43,17.119,6.198
160,170.0,5.1403,223.76,17.119,6.198
160,180.0,6.8615,226.19,17.119,6.198
160,190.0,5.9489,230.53,17.119,6.198
160,200.0,6.8194,232.47,17.119,6.198
160,210.0,7.304,226.89,17.119,6.198
160,220.0,5.797,224.0,17.119,6.198
160,230.0,6.8234,225.12,17.119,6.198
160,240.0,6.3432,235.97,17.119,6.198
160,250.0,6.5911,230.09,17.119,6.198
160,260.0,5.7933,219.28,17.119,6.198
160,270.0,6.3649,224.25,17.119,6.198
160,280.0,6.4147,221.39,17.119,6.198
160,290.0,7.0115,222.21,17.119,6.198
160,300.0,7.3427,214.57,17.119,6.198
160,310.0,6.4651,224.23,17.119,6.198
160,320.0,6.1351,216.24,17.119,6.198
160,330.0,7.3577,220.54,17.119,6.198
160,340.0,6.2465,232.47,17.119,6.198
160,350.0,6.265,229.45,17.119,6.198
160,360.0,6.3354,218.73,17.119,6.198
160,370.0,6.5042,217.73,17.119,6.198
160,380.0,6.6164,218.37,17.119,6.198
160,390.0,6.0016,212.76,17.119,6.198
160,400.0,6.2193,217.87,17.119,6.198
161,10.0,22.2484,337.91,21.951,7.332
161,20.0,20.3411,311.9,21.951,7.332
161,30.0,18.2235,305.18,21.951,7.332
161,40.0,17.2572,276.39,21.951,7.332
161,50.0,15.4053,275.17,21.951,7.332
161,60.0,13.1227,248.06,21.951,7.332
161,70.0,12.5506,250.25,21.951,7.332
161,80.0,11.3447,231.59,21.951,7.332
161,90.0,10.1996,222.89,21.951,7.332
161,100.0,11.2526,211.47,21.951,7.332
161,110.0,10.6334,208.73,21.951,7.332
161,120.0,8.9649,208.1,21.951,7.332
161,130.0,9.5185,191.04,21.951,7.332
161,140.0,8.2657,205.36,21.951,7.332
161,150.0,9.3623,190.65,21.951,7.332
161,160.0,8.6593,194.05,21.951,7.332
161,170.0,8.4051,178.17,21.951,7.332
161,180.0,9.0233,195.23,21.951,7.332
161,190.0,8.3248,195.76,21.951,7.332
161,200.0,8.1069,192.07,21.951,7.332
161,210.0,8.5881,191.42,21.951,7.332
161,220.0,7.9394,186.64,21.951,7.332
161,230.0,8.4404,188.99,21.951,7.332
161,240.0,7.9716,194.51,21.951,7.332
161,250.0,8.3177,184.52,21.951,7.332
161,260.0,8.1806,189.41,21.951,7.332
161,270.0,8.2208,190.29,21.951,7.332
161,280.0,7.3281,184.34,21.951,7.332
161,290.0,8.6778,186.73,21.951,7.332
161,300.0,7.6733,186.31,21.951,7.332
161,310.0,8.5676,181.89,21.951,7.332
161,320.0,7.417,198.59,21.951,7.332
161,330.0,7.5506,181.75,21.951,7.332
161,340.0,7.5364,193.96,21.951,7.332
161,350.0,8.1981,190.04,21.951,7.332
161,360.0,7.4239,171.88,21.951,7.332
161,370.0,7.8126,184.95,21.951,7.332
161,380.0,6.8487,189.32,21.951,7.332
161,390.0,7.3569,187.92,21.951,7.332
161,400.0,7.6821,177.82,21.951,7.332
162,10.0,20.223,357.22,20.159,7.87
162,20.0,17.8865,344.11,20.159,7.87
162,30.0,16.2613,321.2,20.159,7.87
162,40.0,13.4474,289.72,20.159,7.87
162,50.0,12.1195,269.92,20.159,7.87
162,60.0,11.429,267.69,20.159,7.87
162,70.0,11.7558,248.92,20.159,7.87
162,80.0,9.6912,235.72,20.159,7.87
162,90.0,9.1416,236.26,20.159,7.87
162,100.0,9.539,236.75,20.159,7.87
162,110.0,9.892,238.41,20.159,7.87
162,120.0,8.3188,223.79,20.159,7.87
162,130.0,8.8198,227.63,20.159,7.87
162,140.0,8.1488,220.79,20.159,7.87
162,150.0,9.3974,227.93,20.159,7.87
162,160.0,8.9374,221.57,20.159,7.87
162,170.0,8.6563,220.57,20.159,7.87
162,180.0,8.4337,212.44,20.159,7.87
162,190.0,8.2856,215.58,20.159,7.87
162,200.0,8.4178,214.92,20.159,7.87
162,210.0,7.9939,195.24,20.159,7.87
162,220.0,7.8425,220.77,20.159,7.87
162,230.0,7.699,215.29,20.159,7.87
162,240.0,8.2156,213.77,20.159,7.87
162,250.0,7.7978,212.54,20.159,7.87
162,260.0,8.586,214.51,20.159,7.87
162,270.0,7.1202,215.5,20.159,7.87
162,280.0,8.3987,206.23,20.159,7.87
162,290.0,8.3657,214.37,20.159,7.87
162,300.0,8.6825,214.11,20.159,7.87
162,310.0,7.9556,213.44,20.159,7.87
162,320.0,7.3362,204.44,20.159,7.87
162,330.0,7.6056,212.16,20.159,7.87
162,340.0,8.5945,205.35,20.159,7.87
162,350.0,7.8866,214.75,20.159,7.87
162,360.0,7.8256,220.29,20.159,7.87
162,370.0,7.7339,217.59,20.159,7.87
162,380.0,7.9793,210.43,20.159,7.87
162,390.0,7.8932,209.16,20.159,7.87
162,400.0,7.2403,208.93,20.159,7.87
163,10.0,25.2537,313.17,26.134,6.588
163,20.0,24.0084,309.51,26.134,6.588
163,30.0,22.9754,293.14,26.134,6.588
163,40.0,19.673,282.24,26.134,6.588
163,50.0,17.7194,271.95,26.134,6.588
163,60.0,16.9048,255.07,26.134,6.588
163,70.0,14.6357,250.12,26.134,6.588
163,80.0,13.7786,241.45,26.134,6.588
163,90.0,12.9035,224.56,26.134,6.588
163,100.0,11.9683,228.58,26.134,6.588
163,110.0,10.8734,222.36,26.134,6.588
163,120.0,11.1082,215.53,26.134,6.588
163,130.0,10.8983,217.91,26.134,6.588
163,140.0,9.2683,218.23,26.134,6.588
163,150.0,9.275,210.64,26.134,6.588
163,160.0,9.567,195.65,26.134,6.588
163,170.0,8.7547,205.05,26.134,6.588
163,180.0,8.15,200.21,26.134,6.588
163,190.0,8.2379,198.12,26.134,6.588
163,200.0,8.6858,200.57,26.134,6.588
163,210.0,7.6527,195.67,26.134,6.588
163,220.0,8.1328,206.2,26.134,6.588
163,230.0,8.0822,197.55,26.134,6.588
163,240.0,7.4797,195.38,26.134,6.588
163,250.0,7.9822,199.22,26.134,6.588
163,260.0,7.9517,198.78,26.134,6.588
163,270.0,8.0409,200.51,26.134,6.588
163,280.0,7.9446,196.88,26.134,6.588
163,290.0,6.7087,192.59,26.134,6.588
163,300.0,7.8147,193.23,26.134,6.588
163,310.0,7.6147,179.56,26.134,6.588
163,320.0,7.7626,183.28,26.134,6.588
163,330.0,6.8347,197.59,26.134,6.588
163,340.0,7.6499,189.39,26.134,6.588
163,350.0,7.3576,201.6,26.134,6.588
163,360.0,6.5831,201.33,26.134,6.588
163,370.0,7.7352,183.38,26.134,6.588
163,380.0,6.7118,192.28,26.134,6.588
163,390.0,6.5729,207.1,26.134,6.588
163,400.0,7.2358,185.57,26.134,6.588
164,10.0,22.7395,331.48,23.568,5.141
164,20.0,19.1545,313.14,23.568,5.141
164,30.0,16.6974,296.66,23.568,5.141
164,40.0,13.4977,261.16,23.568,5.141
164,50.0,12.1029,254.12,23.568,5.141
164,60.0,10.5366,241.49,23.568,5.141
164,70.0,8.9313,218.93,23.568,5.141
164,80.0,8.5793,230.4,23.568,5.141
164,90.0,7.555,218.75,23.568,5.141
164,100.0,7.0424,228.19,23.568,5.141
164,110.0,7.6615,222.34,23.568,5.141
164,120.0,5.9296,208.39,23.568,5.141
164,130.0,6.8562,207.07,23.568,5.141
164,140.0,6.7436,200.56,23.568,5.141
164,150.0,5.9619,197.15,23.568,5.141
164,160.0,6.6511,208.78,23.568,5.141
164,170.0,6.4581,201.78,23.568,5.141
164,180.0,5.2995,200.15,23.568,5.141
164,190.0,6.1053,200.86,23.568,5.141
164,200.0,6.0115,205.29,23.568,5.141
164,210.0,5.37,206.35,23.568,5.141
164,220.0,5.957,200.43,23.568,5.141
164,230.0,5.9978,198.93,23.568,5.141
164,240.0,5.2461,200.35,23.568,5.141
164,250.0,4.5945,211.58,23.568,5.141
164,260.0,5.7258,187.05,23.568,5.141
164,270.0,5.1438,192.2,23.568,5.141
164,280.0,4.6454,201.56,23.568,5.141
164,290.0,5.2711,199.46,23.568,5.141
164,300.0,4.282,205.64,23.568,5.141
164,310.0,5.2553,205.98,23.568,5.141
164,320.0,6.1313,209.76,23.568,5.141
164,330.0,4.0052,193.35,23.568,5.141
164,340.0,5.5969,201.52,23.568,5.141
164,350.0,4.9137,196.43,23.568,5.141
164,360.0,5.1505,203.42,23.568,5.141
164,370.0,4.8973,198.73,23.568,5.141
164,380.0,5.6391,202.75,23.568,5.141
164,390.0,5.3159,193.13,23.568,5.141
164,400.0,4.9331,198.38,23.568,5.141
165,10.0,14.9627,361.06,15.669,3.726
165,20.0,13.3807,348.84,15.669,3.726
165,30.0,10.2756,303.74,15.669,3.726
165,40.0,8.102,292.68,15.669,3.726
165,50.0,7.4773,275.78,15.669,3.726
165,60.0,6.8064,258.76,15.669,3.726
165,70.0,6.6073,253.57,15.669,3.726
165,80.0,6.2534,232.8,15.669,3.726
165,90.0,5.9718,228.63,15.669,3.726
165,100.0,5.8522,230.78,15.669,3.726
165,110.0,5.2424,228.86,15.669,3.726
165,120.0,4.7719,225.98,15.669,3.726
165,130.0,4.2084,227.31,15.669,3.726
165,140.0,4.8099,218.67,15.669,3.726
165,150.0,4.1383,209.18,15.669,3.726
165,160.0,3.9153,223.06,15.669,3.726
165,170.0,4.5347,218.44,15.669,3.726
165,180.0,4.302,223.82,15.669,3.726
165,190.0,4.5688,230.63,15.669,3.726
165,200.0,3.7591,218.3,15.669,3.726
165,210.0,4.6512,220.78,15.669,3.726
165,220.0,4.2239,211.66,15.669,3.726
165,230.0,3.9392,221.92,15.669,3.726
165,240.0,3.6279,218.25,15.669,3.726
165,250.0,3.4509,217.43,15.669,3.726
165,260.0,3.2921,221.1,15.669,3.726
165,270.0,4.6329,208.81,15.669,3.726
165,280.0,3.2354,218.59,15.669,3.726
165,290.0,4.2283,217.79,15.669,3.726
165,300.0,3.7856,224.29,15.669,3.726
165,310.0,3.6139,204.14,15.669,3.726
165,320.0,3.6546,214.11,15.669,3.726
165,330.0,3.8306,227.43,15.669,3.726
165,340.0,4.314,212.0,15.669,3.726
165,350.0,4.1392,211.72,15.669,3.726
165,360.0,3.8554,224.7,15.669,3.726
165,370.0,3.1771,228.87,15.669,3.726
165,380.0,2.9702,214.71,15.669,3.726
165,390.0,4.7551,209.75,15.669,3.726
165,400.0,3.3394,210.39,15.669,3.726
166,10.0,19.3797,313.49,20.389,5.321
166,20.0,16.3985,293.21,20.389,5.321
166,30.0,13.0303,271.41,20.389,5.321
166,40.0,11.8378,251.93,20.389,5.321
166,50.0,10.0607,224.69,20.389,5.321
166,60.0,8.5754,221.3,20.389,5.321
166,70.0,7.9636,231.23,20.389,5.321
166,80.0,7.7013,215.32,20.389,5.321
166,90.0,7.1732,207.58,20.389,5.321
166,100.0,6.7625,187.38,20.389,5.321
166,110.0,6.964,195.8,20.389,5.321
166,120.0,6.9238,202.43,20.389,5.321
166,130.0,6.0984,199.28,20.389,5.321
166,140.0,6.1222,199.38,20.389,5.321
166,150.0,5.4899,201.36,20.389,5.321
166,160.0,5.8693,195.49,20.389,5.321
166,170.0,6.1175,199.24,20.389,5.321
166,180.0,6.2504,183.13,20.389,5.321
166,190.0,5.8588,207.88,20.389,5.321
166,200.0,5.6913,191.01,20.389,5.321
166,210.0,5.3462,188.59,20.389,5.321
166,220.0,5.7717,200.9,20.389,5.321
166,230.0,5.1023,195.35,20.389,5.321
166,240.0,5.6757,197.27,20.389,5.321
166,250.0,5.6011,187.7,20.389,5.321
166,260.0,5.1274,192.8,20.389,5.321
166,270.0,5.7156,195.15,20.389,5.321
166,280.0,5.4342,184.13,20.389,5.321
166,290.0,5.8194,189.4,20.389,5.321
166,300.0,5.2749,189.12,20.389,5.321
166,310.0,5.7375,188.73,20.389,5.321
166,320.0,6.2566,186.22,20.389,5.321
166,330.0,5.5687,182.84,20.389,5.321
166,340.0,5.859,192.68,20.389,5.321
166,350.0,5.1498,191.5,20.389,5.321
166,360.0,5.2837,196.78,20.389,5.321
166,370.0,4.5248,189.53,20.389,5.321
166,380.0,5.3696,185.93,20.389,5.321
166,390.0,4.8842,181.3,20.389,5.321
166,400.0,5.4884,190.26,20.389,5.321
167,10.0,15.5312,412.42,16.785,5.944
167,20.0,14.6884,385.62,16.785,5.944
167,30.0,12.7157,351.66,16.785,5.944
167,40.0,12.3576,330.83,16.785,5.944
167,50.0,10.5186,306.51,16.785,5.944
167,60.0,9.3406,294.34,16.785,5.944
167,70.0,8.834,274.31,16.785,5.944
167,80.0,8.9254,269.99,16.785,5.944
167,90.0,7.4425,261.06,16.785,5.944
167,100.0,7.8275,249.62,16.785,5.944
167,110.0,6.6933,263.56,16.785,5.944
167,120.0,7.0414,255.0,16.785,5.944
167,130.0,6.6598,242.8,16.785,5.944
167,140.0,7.0065,236.55,16.785,5.944
167,150.0,6.8201,239.04,16.785,5.944
167,160.0,7.2406,236.82,16.785,5.944
167,170.0,6.9142,236.86,16.785,5.944
167,180.0,6.2178,230.43,16.785,5.944
167,190.0,5.8107,233.49,16.785,5.944
167,200.0,6.0121,237.91,16.785,5.944
167,210.0,6.1601,239.24,16.785,5.944
167,220.0,6.221,224.55,16.785,5.944
167,230.0,5.9299,235.63,16.785,5.944
167,240.0,6.8024,229.35,16.785,5.944
167,250.0,6.7051,228.6,16.785,5.944
167,260.0,6.0935,232.47,16.785,5.944
167,270.0,5.9638,229.97,16.785,5.944
167,280.0,6.0724,237.8,16.785,5.944
167,290.0,6.1509,237.54,16.785,5.944
167,300.0,6.1469,231.37,16.785,5.944
167,310.0,5.3532,229.15,16.785,5.944
167,320.0,5.9221,243.27,16.785,5.944
167,330.0,5.2042,243.54,16.785,5.944
167,340.0,6.1291,234.65,16.785,5.944
167,350.0,6.4331,231.31,16.785,5.944
167,360.0,5.5742,238.0,16.785,5.944
167,370.0,6.1671,240.48,16.785,5.944
167,380.0,5.7792,228.71,16.785,5.944
167,390.0,5.7321,242.34,16.785,5.944
167,400.0,7.0271,230.65,16.785,5.944
168,10.0,17.3224,388.27,17.977,5.309
168,20.0,16.1692,361.07,17.977,5.309
168,30.0,13.3042,328.98,17.977,5.309
168,40.0,11.8589,301.41,17.977,5.309
168,50.0,10.8702,275.47,17.977,5.309
168,60.0,9.2931,259.91,17.977,5.309
168,70.0,9.7069,234.54,17.977,5.309
168,80.0,7.3623,228.59,17.977,5.309
168,90.0,8.8568,222.97,17.977,5.309
168,100.0,6.9122,226.13,17.977,5.309
168,110.0,7.4255,227.08,17.977,5.309
168,120.0,7.51,215.14,17.977,5.309
